rainfall_mm,temperature_c,humidity_pct,river_level_m,elevation_m,soil_moisture,drainage_capacity_pct,population_density,impervious_pct,wind_speed_kmh,land_use_type,previous_flood_history,flood_risk_score,flood_risk
127.88,20.61,85.79,7.0,79.93,0.372,62.4,2244.7,31.06,16.41,Forest,0,0.4626,Medium
66.16,27.16,82.55,5.71,40.36,0.342,100.0,58.1,33.72,34.45,Coastal,0,0.5047,Medium
103.29,35.02,52.72,1.21,500.77,0.424,75.61,5471.9,0.0,9.08,Suburban,1,0.4391,Medium
86.01,20.46,68.43,5.86,115.27,0.4,76.01,1049.2,22.31,11.42,Forest,0,0.3498,Medium
6.78,37.76,63.08,3.61,49.36,0.234,36.95,7664.4,26.32,9.91,Suburban,1,0.511,Medium
33.56,26.47,53.03,6.78,160.39,0.532,41.62,7006.1,58.93,9.23,Agricultural,0,0.5724,Medium
69.38,19.02,65.79,3.98,29.86,0.398,73.01,132.2,12.1,7.81,Barren,0,0.3118,Low
119.43,15.92,78.83,0.0,289.32,0.517,50.01,7102.5,66.94,17.05,Forest,0,0.337,Medium
11.11,29.15,48.18,5.29,80.17,0.427,87.91,2522.5,39.44,12.4,Wetland,0,0.4814,Medium
7.32,19.52,79.81,3.46,86.11,0.421,44.52,3079.2,12.74,,Suburban,0,0.5061,Medium
39.9,22.09,31.57,3.96,30.73,0.332,28.39,6224.4,38.39,5.04,Forest,0,0.4762,Medium
4.22,25.13,68.95,4.07,2.03,,23.9,879.0,77.35,13.7,Agricultural,0,0.4893,Medium
38.86,25.4,51.74,7.29,568.58,0.231,92.81,1605.4,29.02,22.49,Coastal,0,0.2526,Low
54.65,37.39,,9.41,166.64,0.403,71.46,862.8,22.24,9.07,Wetland,1,0.589,Medium
18.1,26.76,35.99,4.28,184.83,0.225,73.88,635.3,70.51,24.63,Barren,0,0.4857,Medium
39.68,19.77,60.69,2.41,48.11,0.311,51.62,7236.1,54.15,13.35,Agricultural,0,0.4879,Medium
80.72,18.78,50.02,0.0,109.1,0.455,21.52,734.1,36.31,3.94,Urban,0,0.3559,Medium
26.79,35.67,54.78,8.36,58.23,0.536,41.56,498.1,26.29,2.85,Forest,0,0.3749,Medium
20.96,20.39,44.52,9.06,1.86,0.423,43.07,1526.3,66.98,6.36,Wetland,0,0.6344,Medium
38.31,28.09,68.1,1.43,191.89,0.322,37.36,11663.9,18.58,12.82,Forest,0,0.3573,Medium
16.39,25.35,69.09,4.71,0.95,0.264,52.17,192.6,35.96,4.36,Urban,1,0.639,Medium
142.69,26.94,33.88,5.62,92.96,0.468,39.74,4349.8,57.48,1.02,Suburban,0,0.6923,High
42.82,33.79,76.22,0.71,88.31,,66.32,995.7,59.02,15.62,Suburban,0,0.4258,Medium
22.92,25.98,36.45,4.94,52.64,0.305,36.57,1438.8,19.78,14.09,Forest,1,0.4387,Medium
48.96,29.72,65.53,5.87,2.01,0.42,48.28,3303.1,0.0,5.18,Agricultural,0,0.3893,Medium
38.15,26.14,96.72,3.74,119.02,0.281,69.05,1334.8,70.81,10.6,Suburban,0,0.5546,Medium
34.93,20.83,49.52,4.71,147.33,0.243,64.85,654.5,35.88,2.47,Forest,1,0.5199,Medium
26.78,27.46,59.62,5.36,1.16,0.159,58.53,6144.1,56.17,13.24,Coastal,1,0.6873,High
25.71,19.44,50.8,4.18,47.15,0.557,42.6,4858.8,18.58,20.43,Urban,0,0.5216,Medium
9.4,15.85,52.92,3.44,91.83,0.475,42.66,679.7,14.84,1.95,Forest,1,0.4661,Medium
103.18,28.07,70.59,4.33,438.6,0.269,50.96,2355.4,60.11,1.84,Forest,1,0.3913,Medium
63.18,27.25,94.04,5.97,96.36,0.366,44.77,7307.8,37.34,14.91,Coastal,0,0.6824,High
52.54,26.53,64.37,5.67,211.17,0.54,74.14,418.2,51.81,23.48,Urban,0,0.5719,Medium
37.67,23.84,86.47,6.53,69.34,0.431,88.56,466.5,74.26,30.66,Agricultural,0,0.3164,Low
17.81,23.49,51.94,4.8,3.86,0.44,64.02,356.2,25.59,12.93,Suburban,0,0.374,Medium
21.71,16.42,84.95,5.98,47.2,0.484,37.07,761.2,51.04,5.03,Agricultural,0,0.5683,Medium
10.56,10.96,94.93,7.33,68.38,0.277,75.67,971.6,68.86,25.63,Suburban,1,0.5923,Medium
24.09,30.21,86.93,1.24,84.65,0.42,68.68,46.3,6.47,11.15,Suburban,1,0.3832,Medium
15.6,30.12,78.13,4.94,36.09,0.391,53.92,5177.7,37.36,1.87,Urban,0,0.4428,Medium
123.28,22.24,76.37,5.95,69.23,0.272,72.27,2510.6,64.46,2.82,Coastal,0,0.5248,Medium
77.09,34.3,51.34,2.97,59.46,0.462,79.47,3026.9,36.24,15.08,Wetland,0,0.4782,Medium
44.21,27.5,38.45,6.08,19.66,0.3,95.73,3419.8,72.01,21.69,Coastal,0,0.4572,Medium
19.59,26.37,76.97,3.81,151.78,0.343,36.77,160.8,58.48,8.73,Suburban,1,0.5312,Medium
16.35,38.12,50.86,3.74,48.32,0.391,46.16,9251.0,19.34,25.63,Forest,0,0.3824,Medium
35.82,15.22,52.28,0.54,45.28,0.525,64.04,233.4,72.21,18.83,Coastal,0,0.4815,Medium
79.28,23.67,38.23,4.81,9.54,0.401,57.86,387.7,55.9,2.49,Urban,0,0.5392,Medium
10.87,18.04,,4.38,308.68,0.415,77.16,4174.2,49.7,11.92,Suburban,0,0.4529,Medium
62.61,21.43,84.56,6.91,132.34,0.438,29.5,1948.8,79.22,8.6,Urban,0,0.5737,Medium
24.0,23.53,82.21,6.58,162.78,0.187,70.55,3251.3,30.17,10.79,Agricultural,0,0.3255,Low
27.84,23.69,41.26,3.96,144.79,0.215,67.77,1145.6,33.79,15.31,Urban,1,0.4244,Medium
43.25,16.49,47.6,5.79,20.8,0.4,55.39,209.3,56.41,7.53,Agricultural,1,0.6127,Medium
20.19,24.48,32.6,6.39,16.6,0.63,56.4,1926.8,36.82,11.44,Forest,0,0.6249,Medium
34.42,18.23,71.57,3.2,349.2,0.428,100.0,126.6,34.68,5.48,Agricultural,0,0.3534,Medium
18.7,32.38,68.37,2.53,1.9,0.449,50.41,191.8,31.85,23.89,Forest,1,0.3199,Low
25.69,29.35,69.91,2.68,258.77,0.522,37.3,237.9,51.0,3.26,Wetland,0,0.3672,Medium
71.11,26.41,57.02,5.15,299.65,0.32,52.16,679.1,30.46,1.94,Agricultural,0,0.3648,Medium
44.96,20.67,76.83,3.33,96.83,0.736,68.4,258.1,48.58,3.77,Agricultural,1,0.6547,Medium
70.93,25.08,59.77,3.53,56.05,0.585,86.89,3467.8,33.51,19.22,Agricultural,0,0.4762,Medium
23.73,28.95,82.23,1.64,108.14,0.424,73.27,3093.5,9.73,10.34,Suburban,0,0.3279,Low
62.93,21.62,45.28,7.51,93.98,0.33,71.7,1342.0,76.25,1.95,Forest,1,0.5745,Medium
8.12,12.87,80.66,4.32,448.86,0.19,46.08,6259.5,27.13,8.74,Urban,1,0.5862,Medium
43.24,29.03,72.79,2.47,51.86,0.448,71.04,203.5,37.69,9.34,Forest,0,0.3775,Medium
65.86,27.71,76.88,7.63,108.49,0.63,62.17,1754.5,36.8,1.17,Barren,0,0.5587,Medium
7.76,26.25,59.15,5.71,89.22,0.557,84.64,9148.9,42.72,33.49,Urban,0,0.553,Medium
23.97,18.69,96.57,0.37,22.45,0.654,63.81,451.7,53.63,24.07,Agricultural,0,0.3666,Medium
43.22,30.72,52.13,4.39,249.36,0.001,79.39,1201.5,43.76,16.91,Urban,0,0.2858,Low
83.31,32.04,100.0,6.95,27.85,0.493,84.83,1259.7,37.59,1.73,Urban,1,0.6025,Medium
25.68,25.97,73.04,1.35,111.51,0.41,84.91,983.3,8.55,11.38,Urban,0,0.2997,Low
61.21,21.23,85.62,2.04,52.73,0.453,54.25,315.7,34.98,3.88,Coastal,0,0.5249,Medium
107.66,21.37,91.19,4.52,225.35,0.527,70.69,683.6,35.26,6.96,Forest,1,0.4544,Medium
63.2,21.23,79.03,6.31,226.46,0.441,47.78,1285.8,69.67,10.11,Agricultural,0,0.4661,Medium
35.45,20.91,98.77,6.96,18.39,0.521,55.76,1881.6,12.32,4.07,Suburban,1,0.6319,Medium
54.83,21.52,82.05,4.27,366.37,0.457,13.38,3596.4,58.01,12.24,Agricultural,0,0.4674,Medium
25.06,26.26,78.21,2.26,18.85,0.414,74.63,1808.9,30.02,15.98,Urban,0,0.2803,Low
44.52,30.28,73.48,4.25,72.74,0.403,73.23,1150.4,49.44,10.31,Suburban,0,0.4527,Medium
36.84,34.16,71.91,1.82,143.81,0.404,62.46,349.7,92.08,16.69,Coastal,0,0.4535,Medium
53.54,17.61,85.16,5.26,62.52,0.18,68.7,8480.3,79.23,9.56,Agricultural,0,0.5745,Medium
29.74,18.75,49.94,2.73,97.06,0.399,33.99,1293.4,53.13,3.49,Urban,1,0.5991,Medium
55.74,29.91,62.28,1.15,671.68,0.455,49.91,6052.8,32.0,27.16,Forest,0,0.1817,Low
29.5,17.61,74.17,5.48,35.82,0.462,43.83,153.3,14.48,7.18,Urban,1,0.3881,Medium
76.58,15.89,51.95,2.96,172.37,0.328,25.4,5248.6,38.21,4.91,Agricultural,0,0.256,Low
32.01,17.4,82.38,1.39,129.08,0.418,87.25,53.2,83.03,11.93,Wetland,1,0.4939,Medium
4.43,22.77,61.2,4.76,353.04,0.405,78.31,1284.6,68.08,25.7,Barren,0,0.389,Medium
16.86,35.45,42.01,1.15,12.69,0.422,52.19,233.1,45.72,4.8,Agricultural,1,0.465,Medium
42.26,23.11,54.11,1.7,37.46,0.301,63.11,2294.5,52.92,9.83,Agricultural,0,0.3278,Low
122.57,25.92,82.3,2.9,174.37,0.057,81.32,1139.6,28.75,26.92,Agricultural,1,0.4027,Medium
74.58,15.61,46.24,7.35,204.54,,59.53,4683.8,53.76,1.95,Forest,0,0.4847,Medium
3.29,31.52,47.7,3.33,151.05,0.313,81.17,851.9,39.79,14.66,Forest,0,0.1979,Low
9.85,30.1,74.34,5.11,19.76,0.272,38.52,9353.3,41.0,11.51,Coastal,0,0.5574,Medium
90.56,20.72,41.3,6.99,48.14,0.426,54.23,3135.5,44.09,14.21,Suburban,0,0.4733,Medium
65.61,19.19,75.2,4.05,30.54,0.259,56.31,916.8,18.87,13.09,Urban,0,0.2928,Low
166.32,30.71,27.93,5.76,173.75,0.681,44.14,3898.6,56.28,14.27,Forest,0,0.7937,High
28.53,22.42,73.55,5.56,268.99,0.14,83.62,4285.2,38.91,15.86,Agricultural,0,0.335,Medium
19.82,19.35,63.32,4.38,113.86,0.327,44.33,135.8,52.29,1.63,Urban,0,0.3626,Medium
44.02,21.43,94.42,3.99,20.39,0.335,43.41,24.1,62.61,16.69,Suburban,0,0.4908,Medium
28.07,25.67,29.91,4.71,243.34,0.18,24.04,3859.0,13.92,4.66,Urban,1,0.6928,High
84.92,29.12,53.37,4.02,68.69,0.193,62.12,5471.7,17.4,9.03,Urban,1,0.5702,Medium
27.28,26.26,74.32,2.8,23.03,0.428,60.47,149.0,40.5,10.34,Wetland,0,0.3992,Medium
33.55,25.9,64.13,3.49,116.27,0.709,29.7,4056.7,86.66,1.22,Forest,0,0.4437,Medium
17.39,22.32,56.01,3.07,10.5,0.183,86.63,1460.9,36.64,16.4,Suburban,1,0.5359,Medium
71.18,25.02,33.17,6.46,109.72,0.0,38.95,4148.1,30.72,12.98,Urban,1,0.5435,Medium
18.43,21.26,72.57,0.5,427.15,0.134,75.16,142.8,5.42,10.01,Suburban,0,0.0,Low
56.49,22.11,100.0,6.09,108.03,0.291,60.64,783.2,30.63,11.33,Agricultural,0,0.4601,Medium
136.33,33.95,51.73,10.41,233.29,0.381,63.02,855.7,76.29,10.45,Suburban,0,0.6582,Medium
6.59,24.3,66.36,4.41,240.49,0.366,92.2,1090.1,61.24,7.15,Urban,0,0.3199,Low
111.0,21.43,71.33,4.96,21.91,0.53,85.99,1273.0,34.55,6.61,Urban,1,0.6145,Medium
51.37,19.28,57.81,2.8,133.1,0.254,69.07,47.1,90.7,20.76,Agricultural,0,0.4458,Medium
14.88,8.59,64.23,0.62,91.65,0.181,77.49,728.7,65.17,9.28,Agricultural,0,0.1915,Low
45.3,38.61,46.35,3.67,5.64,0.612,75.51,2625.5,10.64,32.23,Suburban,0,0.4688,Medium
69.75,39.37,40.04,4.57,24.6,0.502,56.96,956.6,35.24,8.85,Coastal,0,0.4513,Medium
21.01,28.39,92.06,0.1,22.38,0.202,48.47,332.5,31.66,2.69,Urban,0,0.2442,Low
58.81,16.75,62.79,2.78,116.12,0.457,22.42,1308.4,31.5,2.54,Coastal,0,0.5288,Medium
117.14,43.14,74.88,2.94,20.58,0.459,46.53,2716.3,64.83,8.38,Agricultural,0,0.4802,Medium
27.25,14.17,72.89,6.45,43.55,0.497,59.09,6149.3,7.38,9.39,Barren,0,0.2758,Low
17.19,26.75,47.83,5.11,13.72,0.408,17.34,1021.8,31.96,14.34,Urban,0,0.5238,Medium
37.74,12.01,41.51,3.82,7.58,0.52,43.0,881.5,51.49,18.45,Urban,0,0.5682,Medium
43.49,8.79,53.9,5.0,708.48,0.259,49.56,6223.6,28.8,35.23,Suburban,0,0.4377,Medium
87.9,25.62,69.0,4.41,60.53,0.376,52.32,8833.1,16.23,12.28,Forest,0,0.4414,Medium
36.77,26.51,50.11,7.69,83.59,0.231,100.0,824.6,4.86,14.94,Suburban,1,0.3145,Low
29.35,24.83,56.58,4.8,4.45,0.278,99.87,5543.0,67.51,22.86,Forest,1,0.511,Medium
16.79,34.45,28.83,3.8,20.96,0.345,79.91,1235.3,25.2,10.56,Wetland,0,0.3847,Medium
7.83,23.66,64.3,2.21,109.62,0.424,93.37,2529.8,41.97,15.0,Suburban,1,0.3776,Medium
12.36,29.69,66.36,6.07,61.35,0.316,65.74,6215.1,52.78,12.72,Suburban,0,0.5104,Medium
12.29,18.52,64.93,0.0,113.67,0.457,83.62,28.2,57.12,16.16,Agricultural,1,0.3539,Medium
33.84,33.07,46.85,1.34,44.54,0.401,69.84,629.6,38.42,11.67,Urban,0,0.3547,Medium
9.55,33.66,47.25,7.56,81.17,0.319,54.12,4478.1,33.55,25.81,Suburban,0,0.6507,Medium
39.94,22.22,45.35,0.0,289.67,0.551,54.74,4315.6,32.57,6.05,Urban,0,0.2814,Low
134.36,26.63,57.36,3.48,115.11,0.415,69.24,218.0,33.24,4.37,Urban,0,0.4604,Medium
89.63,19.11,52.18,6.12,149.39,0.269,57.18,1998.0,25.94,3.5,Suburban,0,0.4461,Medium
33.58,22.46,90.4,4.93,311.29,0.393,37.97,847.5,54.73,5.79,Suburban,0,0.4026,Medium
192.13,29.16,97.49,5.16,150.85,0.336,46.15,1899.2,39.26,18.5,Barren,0,0.6093,Medium
43.61,27.39,81.29,3.06,125.04,0.121,78.65,2325.3,70.29,24.93,Coastal,0,0.3594,Medium
48.39,11.9,66.77,2.14,230.48,0.686,75.01,145.2,69.34,8.9,Suburban,1,0.6204,Medium
37.18,16.04,59.28,4.99,141.64,0.287,37.92,132.9,61.9,4.01,Suburban,1,0.5781,Medium
40.62,19.88,49.85,3.04,110.63,0.558,82.46,2893.0,78.29,11.68,Urban,0,0.5723,Medium
26.47,25.54,66.19,0.0,32.93,0.165,71.69,1012.4,42.06,12.92,Urban,0,0.4522,Medium
33.97,17.58,62.07,1.55,3.18,0.6,60.09,4444.8,47.74,,Suburban,0,0.3696,Medium
111.5,14.1,46.38,6.32,65.54,0.462,83.71,679.2,34.25,11.56,Coastal,1,0.6783,High
96.21,5.59,50.76,8.09,205.5,0.405,48.56,1515.0,20.51,,Suburban,1,0.6913,High
4.18,38.6,29.97,4.06,88.85,0.377,85.84,997.1,84.0,34.54,Agricultural,0,0.5455,Medium
10.75,25.41,46.71,2.49,10.51,0.268,17.78,2330.8,27.15,7.36,Agricultural,0,0.4919,Medium
21.27,13.9,72.17,4.87,69.7,0.318,51.52,1335.3,58.25,7.09,Barren,0,0.3977,Medium
79.75,31.23,83.59,4.24,111.39,0.3,57.88,5133.0,28.69,27.28,Suburban,0,0.4195,Medium
97.65,34.46,74.49,6.4,32.48,0.561,50.66,1418.2,96.31,6.9,Urban,0,0.8408,High
69.57,25.49,55.94,8.55,10.53,0.478,48.31,2179.6,55.63,9.01,Wetland,0,0.6549,Medium
14.82,28.36,35.05,2.64,97.95,,77.33,4299.1,23.21,12.57,Urban,0,0.393,Medium
26.93,33.16,43.47,9.44,11.03,0.385,86.38,2426.4,45.82,7.76,Forest,0,0.3934,Medium
59.54,28.24,72.94,2.32,1.43,0.43,56.54,2460.4,47.47,17.03,Coastal,0,0.4479,Medium
34.38,28.43,72.32,0.08,161.85,0.352,56.06,3038.2,96.05,12.99,Agricultural,0,0.5198,Medium
30.7,13.26,53.29,3.81,73.57,0.228,90.88,1217.7,55.9,1.12,Agricultural,0,0.2253,Low
31.07,4.9,57.69,0.26,5.09,0.37,60.12,50.4,0.0,4.13,Agricultural,0,0.318,Low
91.4,30.03,99.67,3.65,109.09,0.54,56.09,2560.3,16.69,18.04,Coastal,0,0.6104,Medium
63.89,22.43,33.29,1.56,1.6,0.201,35.77,525.5,19.34,21.28,Suburban,0,0.377,Medium
32.45,20.82,65.18,3.79,47.42,0.428,60.85,1404.4,65.61,11.83,Coastal,1,0.5751,Medium
53.1,30.81,43.14,4.88,22.54,0.365,81.78,7916.9,7.34,18.56,Forest,0,0.3599,Medium
12.93,17.32,44.25,3.37,60.39,0.256,64.21,12249.6,75.66,13.43,Agricultural,1,0.4978,Medium
26.97,23.74,72.51,4.59,1.74,0.539,64.34,1203.0,82.67,4.81,Agricultural,1,0.5213,Medium
85.52,24.4,95.54,4.48,427.21,0.127,76.48,392.6,52.23,19.44,Forest,1,0.5119,Medium
8.91,28.83,76.12,1.19,19.24,0.224,72.86,1228.7,59.48,10.68,Urban,0,0.429,Medium
64.45,26.39,93.13,3.08,380.71,0.278,27.37,1091.1,40.66,19.58,Urban,0,0.409,Medium
4.12,26.39,30.22,1.62,84.67,0.659,57.39,5003.2,67.51,31.53,Coastal,0,0.4736,Medium
123.9,21.17,73.85,4.62,8.4,0.769,100.0,742.4,37.33,7.57,Coastal,0,0.5359,Medium
26.44,21.35,81.3,3.69,254.28,0.26,66.23,3467.8,86.72,18.41,Suburban,0,0.469,Medium
55.92,26.38,60.6,5.16,64.15,0.354,74.72,679.9,1.31,7.0,Barren,1,0.3877,Medium
45.46,20.5,79.95,1.7,19.07,0.376,35.08,1707.7,47.28,31.42,Agricultural,0,0.471,Medium
46.71,18.2,100.0,4.42,37.86,0.274,31.16,263.3,22.09,41.26,Agricultural,0,0.475,Medium
52.41,33.0,67.7,2.78,41.69,0.465,51.15,1933.4,13.44,7.67,Wetland,0,0.5587,Medium
7.26,19.28,57.94,4.31,112.53,0.509,36.79,2753.0,46.91,9.17,Suburban,0,0.5187,Medium
47.43,20.79,85.45,3.95,428.55,0.444,23.03,1187.7,29.66,15.8,Coastal,1,0.6724,High
36.01,32.59,84.95,6.28,24.7,0.23,38.79,1890.5,13.75,6.53,Coastal,1,0.3944,Medium
26.56,19.17,60.14,3.85,28.71,0.265,50.07,2374.4,78.44,13.0,Barren,0,0.7321,High
21.26,26.25,55.05,0.0,417.98,0.326,56.77,2563.4,32.91,11.3,Suburban,1,0.3189,Low
48.31,26.86,84.92,5.09,29.79,0.521,5.0,1439.0,6.22,9.72,Agricultural,0,0.6487,Medium
17.39,23.37,57.14,0.88,31.37,0.31,68.01,4205.1,61.4,4.86,Forest,0,0.1618,Low
84.49,21.28,64.03,6.33,573.36,0.395,87.36,2463.3,66.41,9.07,Barren,0,0.29,Low
58.86,16.12,70.48,3.48,127.64,0.168,90.79,882.9,73.86,28.77,Agricultural,1,0.4594,Medium
50.49,28.4,61.65,4.3,44.07,0.55,28.48,1343.6,81.11,41.02,Agricultural,0,0.5608,Medium
82.11,31.72,65.37,7.68,33.27,0.314,26.26,157.8,68.7,25.27,Coastal,1,0.6335,Medium
6.02,30.97,50.14,4.55,78.03,0.121,80.06,5306.1,62.13,12.48,Agricultural,0,0.3067,Low
12.51,26.6,75.13,4.16,46.36,,81.14,5496.3,42.71,13.11,Urban,1,0.4122,Medium
60.71,10.17,57.71,5.37,1.1,0.519,73.21,2514.0,20.25,22.02,Urban,1,0.5234,Medium
22.36,29.39,92.59,1.61,8.68,0.342,11.18,439.1,72.01,12.79,Coastal,0,0.4644,Medium
24.88,23.24,67.12,6.86,93.04,0.319,56.6,1883.8,0.0,21.32,Suburban,0,0.3348,Medium
10.76,19.86,83.53,3.0,36.57,0.329,33.0,512.2,37.56,14.98,Agricultural,0,0.3841,Medium
17.44,28.6,76.32,4.1,341.71,0.349,50.41,3282.6,8.48,7.2,Agricultural,0,0.2302,Low
85.76,25.58,85.18,4.27,142.59,0.577,63.77,5223.6,33.45,4.81,Urban,0,0.4162,Medium
59.7,31.06,56.94,1.49,456.93,0.182,38.37,1229.4,34.93,19.9,Forest,0,0.1549,Low
47.92,26.39,,0.11,196.23,0.484,44.03,402.0,76.08,20.3,Wetland,0,0.4999,Medium
25.71,22.13,48.83,3.75,45.15,0.205,71.52,14384.1,62.9,3.18,Urban,0,0.3926,Medium
45.73,21.56,47.51,6.52,163.77,0.515,86.52,248.2,28.92,5.33,Urban,0,0.5142,Medium
90.85,28.28,50.27,6.09,74.98,0.164,96.64,1043.9,0.0,6.69,Forest,0,0.2854,Low
22.84,14.63,43.85,6.87,86.49,0.184,77.57,3250.7,35.21,8.31,Suburban,1,0.4932,Medium
40.55,20.49,62.91,8.69,90.55,0.305,78.69,1552.3,20.92,3.83,Agricultural,0,0.2493,Low
128.93,8.64,78.45,5.02,138.37,0.471,71.25,2918.2,0.71,7.14,Forest,1,0.4811,Medium
68.94,26.95,41.73,3.54,53.78,0.471,55.9,981.1,3.09,20.36,Suburban,0,0.3539,Medium
26.02,28.52,52.89,3.39,184.0,0.322,48.12,4779.8,29.29,18.42,Agricultural,1,0.3288,Low
65.13,18.61,83.41,4.45,22.89,0.33,68.98,3559.6,45.36,14.57,Coastal,0,0.5642,Medium
8.76,16.35,37.15,4.96,53.07,0.526,99.09,8921.9,47.99,28.27,Forest,0,0.4074,Medium
39.31,30.67,64.99,2.03,135.22,,53.95,668.5,0.0,18.3,Urban,0,0.2691,Low
65.08,19.0,75.61,2.67,224.35,0.672,67.1,380.0,67.76,2.89,Agricultural,0,0.4795,Medium
55.18,28.5,100.0,4.06,232.73,0.547,73.47,6308.3,35.87,4.82,Barren,0,0.3814,Medium
64.64,23.9,22.51,6.58,49.19,0.26,40.29,4126.7,51.4,4.77,Agricultural,0,0.4942,Medium
74.79,20.3,41.28,4.52,65.64,0.389,57.7,2124.8,32.32,22.63,Agricultural,0,0.4492,Medium
58.31,28.06,70.27,6.68,36.48,0.44,66.38,2117.2,58.5,8.98,Barren,1,0.6187,Medium
57.13,24.22,58.27,5.09,116.27,0.07,91.23,539.2,62.78,20.55,Coastal,0,0.2794,Low
48.74,34.46,15.67,4.17,56.24,0.629,60.17,4047.1,56.22,6.79,Barren,1,0.4134,Medium
15.61,18.85,56.99,4.73,314.86,0.601,70.51,51.5,86.67,10.39,Urban,1,0.5339,Medium
85.74,14.73,48.68,4.74,51.78,0.404,42.7,180.8,44.07,20.46,Forest,0,0.5572,Medium
40.4,23.89,35.32,3.98,135.68,,44.42,3030.5,46.86,8.83,Urban,0,0.5249,Medium
67.76,27.33,58.15,7.25,131.77,0.406,77.83,959.3,51.31,12.1,Forest,0,0.4707,Medium
79.88,22.69,41.14,7.07,81.75,0.354,88.85,6897.4,68.4,12.45,Wetland,0,0.5046,Medium
27.13,36.59,49.42,3.99,2.57,0.293,66.92,2819.4,39.2,23.76,Forest,1,0.3775,Medium
29.16,32.49,88.38,3.77,41.61,0.309,49.8,8451.0,61.47,6.37,Suburban,0,0.3754,Medium
32.46,20.32,98.56,6.94,147.18,0.208,45.4,152.8,37.17,2.6,Agricultural,1,0.6151,Medium
96.76,24.45,48.76,4.55,63.44,0.328,76.58,2129.1,51.47,10.11,Coastal,1,0.6859,High
18.95,11.36,67.08,5.72,8.64,0.288,63.19,2335.1,40.16,14.92,Suburban,1,0.3638,Medium
107.99,31.36,76.22,6.84,273.78,0.491,19.12,1720.8,51.72,20.2,Barren,0,0.551,Medium
48.34,19.24,49.77,6.85,105.69,0.446,35.85,4243.2,65.62,5.11,Coastal,0,0.5615,Medium
50.89,25.39,47.54,7.01,10.35,0.475,54.47,1048.3,70.63,5.49,Urban,1,0.5345,Medium
77.48,22.2,76.45,4.59,5.69,0.45,83.04,1065.5,26.88,8.13,Forest,0,0.51,Medium
44.38,13.57,60.88,7.21,12.05,0.389,60.52,6104.3,61.75,35.59,Urban,0,0.4423,Medium
86.38,29.83,61.12,6.65,819.79,0.419,39.03,2179.5,30.28,2.01,Urban,0,0.4014,Medium
27.1,16.59,43.94,3.24,39.78,0.549,13.7,8092.7,56.55,,Forest,0,0.5813,Medium
105.71,20.37,46.59,6.31,145.6,0.513,68.64,5692.4,37.72,11.23,Urban,1,0.706,High
28.88,29.97,66.13,6.5,21.97,0.244,47.27,2693.9,11.44,25.45,Suburban,0,0.6185,Medium
108.38,17.2,57.15,3.29,36.19,0.602,69.91,438.2,47.04,8.53,Coastal,1,0.6638,High
29.52,34.44,66.65,5.06,0.86,0.452,42.49,3853.1,0.0,5.7,Agricultural,0,0.3002,Low
33.22,17.09,81.93,6.92,232.82,0.366,74.07,2461.0,28.6,6.61,Wetland,0,0.4537,Medium
16.93,15.81,67.67,2.78,575.67,0.345,91.23,6789.5,43.46,6.17,Urban,1,0.2377,Low
21.47,24.33,53.3,5.85,56.95,0.228,94.07,2570.8,42.34,20.15,Agricultural,0,0.4375,Medium
40.56,35.44,81.3,1.83,28.69,0.472,47.66,63.4,0.72,28.35,Agricultural,0,0.3575,Medium
49.69,23.96,64.4,1.41,21.39,0.453,18.54,840.5,38.04,14.03,Suburban,0,0.4707,Medium
82.19,30.87,88.59,5.38,36.31,0.57,49.71,3140.3,23.06,6.49,Barren,0,0.539,Medium
35.13,14.61,52.19,3.37,58.0,0.463,44.94,627.3,43.01,7.69,Wetland,0,0.5479,Medium
55.27,21.43,62.92,8.47,153.81,,45.02,10225.2,31.48,6.14,Suburban,0,0.4088,Medium
47.27,21.88,58.86,1.63,148.54,0.525,49.6,1486.4,49.42,14.55,Urban,0,0.4525,Medium
59.67,15.17,66.89,4.3,86.54,0.522,75.97,609.1,53.05,27.47,Agricultural,0,0.3362,Medium
24.29,12.86,69.16,3.44,60.4,0.444,34.63,127.5,57.18,21.95,Forest,0,0.5997,Medium
26.77,22.31,64.86,3.61,85.72,0.21,72.06,6171.9,61.11,9.0,Agricultural,0,0.2899,Low
24.29,35.06,79.51,8.93,99.38,0.526,59.93,139.3,53.55,7.92,Barren,0,0.4917,Medium
93.03,25.53,72.35,3.34,114.47,0.447,65.24,764.5,34.19,5.51,Wetland,0,0.5884,Medium
106.38,19.22,100.0,3.41,126.56,0.356,61.39,2299.4,36.13,18.94,Suburban,0,0.5112,Medium
25.83,9.74,100.0,6.6,124.4,0.346,64.57,222.2,34.29,9.92,Coastal,0,0.4674,Medium
26.26,21.4,52.33,0.0,28.34,0.483,97.09,1053.4,44.83,7.12,Forest,1,0.3927,Medium
65.61,20.92,55.5,4.88,78.79,0.101,50.9,881.4,52.79,5.25,Agricultural,1,0.5261,Medium
114.23,26.69,41.86,1.5,49.09,0.627,53.08,2252.5,18.9,13.3,Forest,0,0.2813,Low
130.66,22.22,94.04,1.03,108.5,0.51,50.12,4028.9,0.0,5.35,Suburban,0,0.4597,Medium
24.85,28.42,57.07,3.75,82.78,0.424,82.5,5203.6,74.55,14.67,Wetland,0,0.6539,Medium
